industry_code,industry
327390,327390 Other concrete product manufacturing
3274,3274 Lime and gypsum product manufacturing
32741,32741 Lime manufacturing
327410,327410 Lime manufacturing
32742,32742 Gypsum product manufacturing
327420,327420 Gypsum product manufacturing
3279,3279 Other nonmetallic mineral product manufacturing
32791,32791 Abrasive product manufacturing
327910,327910 Abrasive product manufacturing
32799,32799 All other nonmetallic mineral product manufacturing
327991,327991 Cut stone and stone product manufacturing
327992,327992 Ground or treated mineral and earth manufacturing
327993,327993 Mineral wool manufacturing
327999,327999 All other miscellaneous nonmetallic mineral product manufacturing
331,331 Primary metal manufacturing
3311,3311 Iron and steel mills and ferroalloy manufacturing
33111,33111 Iron and steel mills and ferroalloy manufacturing
331110,331110 Iron and steel mills and ferroalloy manufacturing
331111,331111 Iron and steel mills
331112,331112 Ferroalloy and related product manufacturing
3312,3312 Steel product manufacturing from purchased steel
33121,33121 Iron and steel pipe and tube manufacturing from purchased steel
331210,331210 Iron and steel pipe and tube manufacturing from purchased steel
33122,33122 Rolling and drawing of purchased steel
331221,331221 Rolled steel shape manufacturing
331222,331222 Steel wire drawing
3313,3313 Alumina and aluminum production and processing
33131,33131 Alumina and aluminum production and processing
331311,331311 Alumina refining
331312,331312 Primary aluminum production
331313,331313 Alumina refining and primary aluminum production
331314,331314 Secondary smelting and alloying of aluminum
331315,"331315 Aluminum sheet, plate, and foil manufacturing"
331316,331316 Aluminum extruded product manufacturing
331318,"331318 Other aluminum rolling, drawing, and extruding"
331319,331319 Other aluminum rolling and drawing
3314,3314 Nonferrous metal (except aluminum) production and processing
33141,33141 Nonferrous metal (except aluminum) smelting and refining
331410,331410 Nonferrous metal (except aluminum) smelting and refining
331411,331411 Primary smelting and refining of copper
331419,"331419 Primary nonferrous metal, except cu and al"
33142,"33142 Copper rolling, drawing, extruding, and alloying"
331420,"331420 Copper rolling, drawing, extruding, and alloying"
331421,"331421 Copper rolling, drawing, and extruding"
331422,"331422 Copper wire, except mechanical, drawing"
331423,331423 Secondary processing of copper
33149,"33149 Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying"
331491,"331491 Nonferrous metal (except copper and aluminum) rolling, drawing, and extruding"
331492,"331492 Secondary smelting, refining, and alloying of nonferrous metal (except copper and aluminum)"
3315,3315 Foundries
33151,33151 Ferrous metal foundries
331511,331511 Iron foundries
331512,331512 Steel investment foundries
331513,331513 Steel foundries (except investment)
33152,33152 Nonferrous metal foundries
331521,331521 Aluminum die-casting foundries
331522,"331522 Nonferrous, except al, die-casting foundries"
331523,331523 Nonferrous metal die-casting foundries
331524,331524 Aluminum foundries (except die-casting)
331525,"331525 Copper foundries, except die-casting"
331528,"331528 Other nonferrous foundries, exc. die-casting"
331529,331529 Other nonferrous metal foundries (except die-casting)
332,332 Fabricated metal product manufacturing
3321,3321 Forging and stamping
33211,33211 Forging and stamping
332111,332111 Iron and steel forging
332112,332112 Nonferrous forging
332114,332114 Custom roll forming
332115,332115 Crown and closure manufacturing
332116,332116 Metal stamping
332117,332117 Powder metallurgy part manufacturing
332119,"332119 Metal crown, closure, and other metal stamping (except automotive)"
3322,3322 Cutlery and handtool manufacturing
33221,33221 Cutlery and handtool manufacturing
332211,"332211 Cutlery and flatware, except precious, mfg."
332212,332212 Hand and edge tool manufacturing
332213,332213 Saw blade and handsaw manufacturing
332214,"332214 Kitchen utensil, pot, and pan manufacturing"
332215,"332215 Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing"
332216,332216 Saw blade and handtool manufacturing
3323,3323 Architectural and structural metals manufacturing
33231,33231 Plate work and fabricated structural product manufacturing
332311,332311 Prefabricated metal building and component manufacturing
332312,332312 Fabricated structural metal manufacturing
332313,332313 Plate work manufacturing
33232,33232 Ornamental and architectural metal products manufacturing
332321,332321 Metal window and door manufacturing
332322,332322 Sheet metal work manufacturing
332323,332323 Ornamental and architectural metal work manufacturing
3324,"3324 Boiler, tank, and shipping container manufacturing"
33241,33241 Power boiler and heat exchanger manufacturing
332410,332410 Power boiler and heat exchanger manufacturing
33242,33242 Metal tank (heavy gauge) manufacturing
332420,332420 Metal tank (heavy gauge) manufacturing
33243,"33243 Metal can, box, and other metal container (light gauge) manufacturing"
332431,332431 Metal can manufacturing
332439,332439 Other metal container manufacturing
3325,3325 Hardware manufacturing
33251,33251 Hardware manufacturing
332510,332510 Hardware manufacturing
3326,3326 Spring and wire product manufacturing
33261,33261 Spring and wire product manufacturing
332611,"332611 Spring, heavy gauge, manufacturing"
332612,"332612 Spring, light gauge, manufacturing"
332613,332613 Spring manufacturing
332618,332618 Other fabricated wire product manufacturing
3327,"3327 Machine shops; turned product; and screw, nut, and bolt manufacturing"
33271,33271 Machine shops
332710,332710 Machine shops
33272,"33272 Turned product and screw, nut, and bolt manufacturing"
332721,332721 Precision turned product manufacturing
332722,"332722 Bolt, nut, screw, rivet, and washer manufacturing"
3328,"3328 Coating, engraving, heat treating, and allied activities"
33281,"33281 Coating, engraving, heat treating, and allied activities"
332811,332811 Metal heat treating
332812,"332812 Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers"
332813,"332813 Electroplating, plating, polishing, anodizing, and coloring"
3329,3329 Other fabricated metal product manufacturing
33291,33291 Metal valve manufacturing
332911,332911 Industrial valve manufacturing
332912,332912 Fluid power valve and hose fitting manufacturing
332913,332913 Plumbing fixture fitting and trim manufacturing
332919,332919 Other metal valve and pipe fitting manufacturing
33299,33299 All other fabricated metal product manufacturing
332991,332991 Ball and roller bearing manufacturing
332992,332992 Small arms ammunition manufacturing
332993,332993 Ammunition (except small arms) manufacturing
332994,"332994 Small arms, ordnance, and ordnance accessories manufacturing"
332995,332995 Other ordnance and accessories manufacturing
332996,332996 Fabricated pipe and pipe fitting manufacturing
332997,332997 Industrial pattern manufacturing
332998,332998 Enameled iron and metal sanitary ware mfg.
332999,332999 All other miscellaneous fabricated metal product manufacturing
333,333 Machinery manufacturing
3331,"3331 Agriculture, construction, and mining machinery manufacturing"
33311,33311 Agricultural implement manufacturing
333111,333111 Farm machinery and equipment manufacturing
333112,333112 Lawn and garden tractor and home lawn and garden equipment manufacturing
33312,33312 Construction machinery manufacturing
333120,333120 Construction machinery manufacturing
33313,33313 Mining and oil and gas field machinery manufacturing
333131,333131 Mining machinery and equipment manufacturing
333132,333132 Oil and gas field machinery and equipment manufacturing
3332,3332 Industrial machinery manufacturing
33321,33321 Sawmill and woodworking machinery
333210,333210 Sawmill and woodworking machinery
33322,33322 Plastics and rubber industry machinery
333220,333220 Plastics and rubber industry machinery
33324,33324 Industrial machinery manufacturing
333241,333241 Food product machinery manufacturing
333242,333242 Semiconductor machinery manufacturing
333243,"333243 Sawmill, woodworking, and paper machinery manufacturing"
333244,333244 Printing machinery and equipment mfg.
333248,333248 All other industrial machinery manufacturing
333249,333249 Other industrial machinery manufacturing
33329,33329 Other industrial machinery manufacturing
333291,333291 Paper industry machinery manufacturing
333292,333292 Textile machinery manufacturing
333293,333293 Printing machinery and equipment mfg.
333294,333294 Food product machinery manufacturing
333295,333295 Semiconductor machinery manufacturing
333298,333298 All other industrial machinery manufacturing
3333,3333 Commercial and service industry machinery manufacturing
33331,33331 Commercial and service industry machinery manufacturing
333310,333310 Commercial and service industry machinery manufacturing
333311,333311 Automatic vending machine manufacturing
333312,333312 Commercial laundry and drycleaning machinery
333313,333313 Office machinery manufacturing
333314,333314 Optical instrument and lens manufacturing
333315,333315 Photographic and photocopying equipment mfg.
333316,333316 Photographic and photocopying equipment mfg.
333318,333318 Other commercial and service machinery mfg.
333319,333319 Other commercial and service machinery mfg.
3334,"3334 Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing"
33341,"33341 Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing"
333411,333411 Air purification equipment manufacturing
333412,333412 Industrial and commercial fan and blower mfg.
333413,333413 Industrial and commercial fan and blower and air purification equipment manufacturing
333414,333414 Heating equipment (except warm air furnaces) manufacturing
333415,333415 Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing
3335,3335 Metalworking machinery manufacturing
33351,33351 Metalworking machinery manufacturing
333511,333511 Industrial mold manufacturing
333512,333512 Metal cutting machine tool manufacturing
333513,333513 Metal forming machine tool manufacturing
333514,"333514 Special die and tool, die set, jig, and fixture manufacturing"
333515,333515 Cutting tool and machine tool accessory manufacturing
333516,333516 Rolling mill machinery and equipment mfg.
333517,333517 Machine tool manufacturing
333518,333518 Other metalworking machinery manufacturing
333519,333519 Rolling mill and other metalworking machinery manufacturing
3336,"3336 Engine, turbine, and power transmission equipment manufacturing"
33361,"33361 Engine, turbine, and power transmission equipment manufacturing"
333611,333611 Turbine and turbine generator set units manufacturing
333612,"333612 Speed changer, industrial high-speed drive, and gear manufacturing"
333613,333613 Mechanical power transmission equipment manufacturing
333618,333618 Other engine equipment manufacturing
3339,3339 Other general purpose machinery manufacturing
33391,33391 Pump and compressor manufacturing
333911,333911 Pump and pumping equipment manufacturing
333912,333912 Air and gas compressor manufacturing
333913,333913 Measuring and dispensing pump manufacturing
333914,"333914 Measuring, dispensing, and other pumping equipment manufacturing"
33392,33392 Material handling equipment manufacturing
333921,333921 Elevator and moving stairway manufacturing
333922,333922 Conveyor and conveying equipment manufacturing
333923,"333923 Overhead traveling crane, hoist, and monorail system manufacturing"
333924,"333924 Industrial truck, tractor, trailer, and stacker machinery manufacturing"
33399,33399 All other general purpose machinery manufacturing
333991,333991 Power-driven handtool manufacturing
333992,333992 Welding and soldering equipment manufacturing
333993,333993 Packaging machinery manufacturing
333994,333994 Industrial process furnace and oven manufacturing
333995,333995 Fluid power cylinder and actuator manufacturing
333996,333996 Fluid power pump and motor manufacturing
333997,333997 Scale and balance manufacturing
333998,333998 All other miscellaneous general purpose machinery manufacturing
333999,333999 Miscellaneous general purpose machinery mfg.
334,334 Computer and electronic product manufacturing
3341,3341 Computer and peripheral equipment manufacturing
33411,33411 Computer and peripheral equipment manufacturing
334111,334111 Electronic computer manufacturing
334112,334112 Computer storage device manufacturing
334113,334113 Computer terminal manufacturing
334118,334118 Computer terminal and other computer peripheral equipment manufacturing
334119,334119 Other computer peripheral equipment mfg.
3342,3342 Communications equipment manufacturing
33421,33421 Telephone apparatus manufacturing
334210,334210 Telephone apparatus manufacturing
33422,33422 Radio and television broadcasting and wireless communications equipment manufacturing
334220,334220 Radio and television broadcasting and wireless communications equipment manufacturing
33429,33429 Other communications equipment manufacturing
334290,334290 Other communications equipment manufacturing
3343,3343 Audio and video equipment manufacturing
33431,33431 Audio and video equipment manufacturing
334310,334310 Audio and video equipment manufacturing
3344,3344 Semiconductor and other electronic component manufacturing
33441,33441 Semiconductor and other electronic component manufacturing
334411,334411 Electron tube manufacturing
334412,334412 Bare printed circuit board manufacturing
334413,334413 Semiconductor and related device manufacturing
334414,334414 Electronic capacitor manufacturing
334415,334415 Electronic resistor manufacturing
334416,"334416 Capacitor, resistor, coil, transformer, and other inductor manufacturing"
334417,334417 Electronic connector manufacturing
334418,334418 Printed circuit assembly (electronic assembly) manufacturing
334419,334419 Other electronic component manufacturing
3345,"3345 Navigational, measuring, electromedical, and control instruments manufacturing"
33451,"33451 Navigational, measuring, electromedical, and control instruments manufacturing"
334510,334510 Electromedical and electrotherapeutic apparatus manufacturing
334511,"334511 Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing"
334512,"334512 Automatic environmental control manufacturing for residential, commercial, and appliance use"
334513,"334513 Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables"
334514,334514 Totalizing fluid meter and counting device manufacturing
334515,334515 Instrument manufacturing for measuring and testing electricity and electrical signals
334516,334516 Analytical laboratory instrument manufacturing
334517,334517 Irradiation apparatus manufacturing
334518,"334518 Watch, clock, and part manufacturing"
334519,334519 Other measuring and controlling device manufacturing
3346,3346 Manufacturing and reproducing magnetic and optical media
33461,33461 Manufacturing and reproducing magnetic and optical media
334610,334610 Manufacturing and reproducing magnetic and optical media
334611,334611 Software reproducing
334612,334612 Audio and video media reproduction
334613,334613 Blank magnetic and optical media mfg.
334614,334614 Software and prerecorded media reproducing
335,"335 Electrical equipment, appliance, and component manufacturing"
3351,3351 Electric lighting equipment manufacturing
33511,33511 Electric lamp bulb and part manufacturing
335110,335110 Electric lamp bulb and part manufacturing
33512,33512 Lighting fixture manufacturing
335121,335121 Residential electric lighting fixture mfg.
335122,335122 Nonresidential electric lighting fixture mfg.
335129,335129 Other lighting equipment manufacturing
33513,33513 Electric lighting equipment manufacturing
335131,335131 Residential electric lighting fixture manufacturing
335132,"335132 Commercial, industrial, and institutional electric lighting fixture manufacturing"
335139,335139 Electric lamp bulb and other lighting equipment manufacturing
3352,3352 Household appliance manufacturing
33521,33521 Small electrical appliance manufacturing
335210,335210 Small electrical appliance manufacturing
335211,335211 Electric housewares and household fan mfg.
335212,335212 Household vacuum cleaner manufacturing
33522,33522 Major household appliance manufacturing
335220,335220 Major household appliance manufacturing
335221,335221 Household cooking appliance manufacturing
335222,335222 Household refrigerator and home freezer mfg.
335224,335224 Household laundry equipment manufacturing
335228,335228 Other major household appliance manufacturing
3353,3353 Electrical equipment manufacturing
33531,33531 Electrical equipment manufacturing
335311,"335311 Power, distribution, and specialty transformer manufacturing"
335312,335312 Motor and generator manufacturing
335313,335313 Switchgear and switchboard apparatus manufacturing
335314,335314 Relay and industrial control manufacturing
3359,3359 Other electrical equipment and component manufacturing
33591,33591 Battery manufacturing
335910,335910 Battery manufacturing
335911,335911 Storage battery manufacturing
335912,335912 Primary battery manufacturing
33592,33592 Communication and energy wire and cable manufacturing
335921,335921 Fiber optic cable manufacturing
335929,335929 Other communication and energy wire manufacturing
33593,33593 Wiring device manufacturing
335931,335931 Current-carrying wiring device manufacturing
335932,335932 Noncurrent-carrying wiring device manufacturing
33599,33599 All other electrical equipment and component manufacturing
335991,335991 Carbon and graphite product manufacturing
335999,335999 All other miscellaneous electrical equipment and component manufacturing
336,336 Transportation equipment manufacturing
3361,3361 Motor vehicle manufacturing
33611,33611 Automobile and light duty motor vehicle manufacturing
336110,336110 Automobile and light duty motor vehicle manufacturing
336111,336111 Automobile manufacturing
336112,336112 Light truck and utility vehicle manufacturing
33612,33612 Heavy duty truck manufacturing
336120,336120 Heavy duty truck manufacturing
3362,3362 Motor vehicle body and trailer manufacturing
33621,33621 Motor vehicle body and trailer manufacturing
336211,336211 Motor vehicle body manufacturing
336212,336212 Truck trailer manufacturing
336213,336213 Motor home manufacturing
336214,336214 Travel trailer and camper manufacturing
3363,3363 Motor vehicle parts manufacturing
33631,33631 Motor vehicle gasoline engine and engine parts manufacturing
336310,336310 Motor vehicle gasoline engine and engine parts manufacturing
336311,"336311 Carburetor, piston, ring, and valve mfg."
336312,336312 Gasoline engine and engine parts mfg.
33632,33632 Motor vehicle electrical and electronic equipment manufacturing
336320,336320 Motor vehicle electrical and electronic equipment manufacturing
336321,336321 Vehicular lighting equipment manufacturing
336322,336322 Other motor vehicle electric equipment mfg.
33633,33633 Motor vehicle steering and suspension components (except spring) manufacturing
336330,336330 Motor vehicle steering and suspension components (except spring) manufacturing
33634,33634 Motor vehicle brake system manufacturing
336340,336340 Motor vehicle brake system manufacturing
33635,33635 Motor vehicle transmission and power train parts manufacturing
336350,336350 Motor vehicle transmission and power train parts manufacturing
33636,33636 Motor vehicle seating and interior trim manufacturing
336360,336360 Motor vehicle seating and interior trim manufacturing
33637,33637 Motor vehicle metal stamping
336370,336370 Motor vehicle metal stamping
33639,33639 Other motor vehicle parts manufacturing
336390,336390 Other motor vehicle parts manufacturing
336391,336391 Motor vehicle air-conditioning manufacturing
336399,336399 All other motor vehicle parts manufacturing
3364,3364 Aerospace product and parts manufacturing
33641,33641 Aerospace product and parts manufacturing
336411,336411 Aircraft manufacturing
336412,336412 Aircraft engine and engine parts manufacturing
336413,336413 Other aircraft parts and auxiliary equipment manufacturing
336414,336414 Guided missile and space vehicle manufacturing
336415,336415 Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing
336419,336419 Other guided missile and space vehicle parts and auxiliary equipment manufacturing
3365,3365 Railroad rolling stock manufacturing
33651,33651 Railroad rolling stock manufacturing
336510,336510 Railroad rolling stock manufacturing
3366,3366 Ship and boat building
33661,33661 Ship and boat building
336611,336611 Ship building and repairing
336612,336612 Boat building
3369,3369 Other transportation equipment manufacturing
33699,33699 Other transportation equipment manufacturing
336991,"336991 Motorcycle, bicycle, and parts manufacturing"
336992,"336992 Military armored vehicle, tank, and tank component manufacturing"
336999,336999 All other transportation equipment manufacturing
337,337 Furniture and related product manufacturing
3371,3371 Household and institutional furniture and kitchen cabinet manufacturing
33711,33711 Wood kitchen cabinet and countertop manufacturing
337110,337110 Wood kitchen cabinet and countertop manufacturing
33712,33712 Household and institutional furniture manufacturing
337121,337121 Upholstered household furniture manufacturing
337122,337122 Nonupholstered wood household furniture manufacturing
337124,337124 Metal household furniture manufacturing
337125,"337125 Household furniture, exc. wood or metal, mfg."
337126,337126 Household furniture (except wood and upholstered) manufacturing
337127,337127 Institutional furniture manufacturing
337129,"337129 Wood tv, radio, and sewing machine housings"
3372,3372 Office furniture (including fixtures) manufacturing
33721,33721 Office furniture (including fixtures) manufacturing
337211,337211 Wood office furniture manufacturing
337212,337212 Custom architectural woodwork and millwork manufacturing
337214,337214 Office furniture (except wood) manufacturing
337215,"337215 Showcase, partition, shelving, and locker manufacturing"
3379,3379 Other furniture related product manufacturing
33791,33791 Mattress manufacturing
337910,337910 Mattress manufacturing
33792,33792 Blind and shade manufacturing
337920,337920 Blind and shade manufacturing
339,339 Miscellaneous manufacturing
3391,3391 Medical equipment and supplies manufacturing
33911,33911 Medical equipment and supplies manufacturing
339111,339111 Laboratory apparatus and furniture mfg.
339112,339112 Surgical and medical instrument manufacturing
339113,339113 Surgical appliance and supplies manufacturing
339114,339114 Dental equipment and supplies manufacturing
339115,339115 Ophthalmic goods manufacturing
339116,339116 Dental laboratories
3399,3399 Other miscellaneous manufacturing
33991,33991 Jewelry and silverware manufacturing
339910,339910 Jewelry and silverware manufacturing
339911,"339911 Jewelry, except costume, manufacturing"
339912,339912 Silverware and hollowware manufacturing
339913,339913 Jewelers' material and lapidary work mfg.
339914,339914 Costume jewelry and novelty manufacturing
33992,33992 Sporting and athletic goods manufacturing
339920,339920 Sporting and athletic goods manufacturing
33993,"33993 Doll, toy, and game manufacturing"
339930,"339930 Doll, toy, and game manufacturing"
339931,339931 Doll and stuffed toy manufacturing
339932,"339932 Game, toy, and children's vehicle mfg."
33994,33994 Office supplies (except paper) manufacturing
339940,339940 Office supplies (except paper) manufacturing
339941,339941 Pen and mechanical pencil manufacturing
339942,339942 Lead pencil and art good manufacturing
339943,339943 Marking device manufacturing
339944,339944 Carbon paper and inked ribbon manufacturing
33995,33995 Sign manufacturing
339950,339950 Sign manufacturing
33999,33999 All other miscellaneous manufacturing
339991,"339991 Gasket, packing, and sealing device manufacturing"
339992,339992 Musical instrument manufacturing
339993,"339993 Fastener, button, needle, and pin manufacturing"
339994,"339994 Broom, brush, and mop manufacturing"
339995,339995 Burial casket manufacturing
339999,339999 All other miscellaneous manufacturing
42,42 Wholesale trade
423,"423 Merchant wholesalers, durable goods"
4231,4231 Motor vehicle and motor vehicle parts and supplies merchant wholesalers
42311,42311 Automobile and other motor vehicle merchant wholesalers
423110,423110 Automobile and other motor vehicle merchant wholesalers
42312,42312 Motor vehicle supplies and new parts merchant wholesalers
423120,423120 Motor vehicle supplies and new parts merchant wholesalers
42313,42313 Tire and tube merchant wholesalers
423130,423130 Tire and tube merchant wholesalers
42314,42314 Motor vehicle parts (used) merchant wholesalers
423140,423140 Motor vehicle parts (used) merchant wholesalers
4232,4232 Furniture and home furnishing merchant wholesalers
42321,42321 Furniture merchant wholesalers
423210,423210 Furniture merchant wholesalers
42322,42322 Home furnishing merchant wholesalers
423220,423220 Home furnishing merchant wholesalers
4233,4233 Lumber and other construction materials merchant wholesalers
42331,"42331 Lumber, plywood, millwork, and wood panel merchant wholesalers"
423310,"423310 Lumber, plywood, millwork, and wood panel merchant wholesalers"
42332,"42332 Brick, stone, and related construction material merchant wholesalers"
423320,"423320 Brick, stone, and related construction material merchant wholesalers"
42333,"42333 Roofing, siding, and insulation material merchant wholesalers"
423330,"423330 Roofing, siding, and insulation material merchant wholesalers"
42339,42339 Other construction material merchant wholesalers
423390,423390 Other construction material merchant wholesalers
4234,4234 Professional and commercial equipment and supplies merchant wholesalers
42341,42341 Photographic equipment and supplies merchant wholesalers
423410,423410 Photographic equipment and supplies merchant wholesalers
42342,42342 Office equipment merchant wholesalers
423420,423420 Office equipment merchant wholesalers
42343,42343 Computer and computer peripheral equipment and software merchant wholesalers
423430,423430 Computer and computer peripheral equipment and software merchant wholesalers
42344,42344 Other commercial equipment merchant wholesalers
423440,423440 Other commercial equipment merchant wholesalers
42345,"42345 Medical, dental, and hospital equipment and supplies merchant wholesalers"
423450,"423450 Medical, dental, and hospital equipment and supplies merchant wholesalers"
42346,42346 Ophthalmic goods merchant wholesalers
423460,423460 Ophthalmic goods merchant wholesalers
42349,42349 Other professional equipment and supplies merchant wholesalers
423490,423490 Other professional equipment and supplies merchant wholesalers
4235,4235 Metal and mineral (except petroleum) merchant wholesalers
42351,42351 Metal service centers and other metal merchant wholesalers
423510,423510 Metal service centers and other metal merchant wholesalers
42352,42352 Coal and other mineral and ore merchant wholesalers
423520,423520 Coal and other mineral and ore merchant wholesalers
4236,4236 Household appliances and electrical and electronic goods merchant wholesalers
42361,"42361 Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers"
423610,"423610 Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers"
42362,"42362 Household appliances, electric housewares, and consumer electronics merchant wholesalers"
423620,"423620 Household appliances, electric housewares, and consumer electronics merchant wholesalers"
42369,42369 Other electronic parts and equipment merchant wholesalers
423690,423690 Other electronic parts and equipment merchant wholesalers
4237,"4237 Hardware, and plumbing and heating equipment and supplies merchant wholesalers"
42371,42371 Hardware merchant wholesalers
423710,423710 Hardware merchant wholesalers
42372,42372 Plumbing and heating equipment and supplies (hydronics) merchant wholesalers
423720,423720 Plumbing and heating equipment and supplies (hydronics) merchant wholesalers
42373,42373 Warm air heating and air-conditioning equipment and supplies merchant wholesalers
423730,423730 Warm air heating and air-conditioning equipment and supplies merchant wholesalers
42374,42374 Refrigeration equipment and supplies merchant wholesalers
423740,423740 Refrigeration equipment and supplies merchant wholesalers
4238,"4238 Machinery, equipment, and supplies merchant wholesalers"
42381,42381 Construction and mining (except oil well) machinery and equipment merchant wholesalers
423810,423810 Construction and mining (except oil well) machinery and equipment merchant wholesalers
42382,42382 Farm and garden machinery and equipment merchant wholesalers
423820,423820 Farm and garden machinery and equipment merchant wholesalers
42383,42383 Industrial machinery and equipment merchant wholesalers
423830,423830 Industrial machinery and equipment merchant wholesalers
42384,42384 Industrial supplies merchant wholesalers
423840,423840 Industrial supplies merchant wholesalers
42385,42385 Service establishment equipment and supplies merchant wholesalers
423850,423850 Service establishment equipment and supplies merchant wholesalers
42386,42386 Transportation equipment and supplies (except motor vehicle) merchant wholesalers
423860,423860 Transportation equipment and supplies (except motor vehicle) merchant wholesalers
4239,4239 Miscellaneous durable goods merchant wholesalers
42391,42391 Sporting and recreational goods and supplies merchant wholesalers
423910,423910 Sporting and recreational goods and supplies merchant wholesalers
42392,42392 Toy and hobby goods and supplies merchant wholesalers
423920,423920 Toy and hobby goods and supplies merchant wholesalers
42393,42393 Recyclable material merchant wholesalers
423930,423930 Recyclable material merchant wholesalers
42394,"42394 Jewelry, watch, precious stone, and precious metal merchant wholesalers"
423940,"423940 Jewelry, watch, precious stone, and precious metal merchant wholesalers"
42399,42399 Other miscellaneous durable goods merchant wholesalers
423990,423990 Other miscellaneous durable goods merchant wholesalers
424,"424 Merchant wholesalers, nondurable goods"
4241,4241 Paper and paper product merchant wholesalers
42411,42411 Printing and writing paper merchant wholesalers
424110,424110 Printing and writing paper merchant wholesalers
42412,42412 Stationery and office supplies merchant wholesalers
424120,424120 Stationery and office supplies merchant wholesalers
42413,42413 Industrial and personal service paper merchant wholesalers
424130,424130 Industrial and personal service paper merchant wholesalers
4242,4242 Drugs and druggists' sundries merchant wholesalers
42421,42421 Drugs and druggists' sundries merchant wholesalers
424210,424210 Drugs and druggists' sundries merchant wholesalers
4243,"4243 Apparel, piece goods, and notions merchant wholesalers"
42431,"42431 Piece goods, notions, and other dry goods merchant wholesalers"
424310,"424310 Piece goods, notions, and other dry goods merchant wholesalers"
42432,42432 Men's and boys' clothing merchant wholesalers
424320,424320 Men's and boys' clothing merchant wholesalers
42433,42433 Women's and children's clothing merch. whls.
424330,424330 Women's and children's clothing merch. whls.
42434,42434 Footwear merchant wholesalers
424340,424340 Footwear merchant wholesalers
42435,42435 Clothing and clothing accessories merchant wholesalers
424350,424350 Clothing and clothing accessories merchant wholesalers
4244,4244 Grocery and related product merchant wholesalers
42441,42441 General line grocery merchant wholesalers
424410,424410 General line grocery merchant wholesalers
42442,42442 Packaged frozen food merchant wholesalers
424420,424420 Packaged frozen food merchant wholesalers
42443,42443 Dairy product (except dried or canned) merchant wholesalers
424430,424430 Dairy product (except dried or canned) merchant wholesalers
42444,42444 Poultry and poultry product merchant wholesalers
424440,424440 Poultry and poultry product merchant wholesalers
42445,42445 Confectionery merchant wholesalers
424450,424450 Confectionery merchant wholesalers
42446,42446 Fish and seafood merchant wholesalers
424460,424460 Fish and seafood merchant wholesalers
42447,42447 Meat and meat product merchant wholesalers
424470,424470 Meat and meat product merchant wholesalers
42448,42448 Fresh fruit and vegetable merchant wholesalers
424480,424480 Fresh fruit and vegetable merchant wholesalers
42449,42449 Other grocery and related products merchant wholesalers
424490,424490 Other grocery and related products merchant wholesalers
4245,4245 Farm product raw material merchant wholesalers
42451,42451 Grain and field bean merchant wholesalers
424510,424510 Grain and field bean merchant wholesalers
42452,42452 Livestock merchant wholesalers
424520,424520 Livestock merchant wholesalers
42459,42459 Other farm product raw material merchant wholesalers
424590,424590 Other farm product raw material merchant wholesalers
4246,4246 Chemical and allied products merchant wholesalers
42461,42461 Plastics materials and basic forms and shapes merchant wholesalers
424610,424610 Plastics materials and basic forms and shapes merchant wholesalers
42469,42469 Other chemical and allied products merchant wholesalers
424690,424690 Other chemical and allied products merchant wholesalers
4247,4247 Petroleum and petroleum products merchant wholesalers
42471,42471 Petroleum bulk stations and terminals
424710,424710 Petroleum bulk stations and terminals
42472,42472 Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals)
424720,424720 Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals)
4248,"4248 Beer, wine, and distilled alcoholic beverage merchant wholesalers"
42481,42481 Beer and ale merchant wholesalers
424810,424810 Beer and ale merchant wholesalers
42482,42482 Wine and distilled alcoholic beverage merchant wholesalers
424820,424820 Wine and distilled alcoholic beverage merchant wholesalers
4249,4249 Miscellaneous nondurable goods merchant wholesalers
42491,42491 Farm supplies merchant wholesalers
424910,424910 Farm supplies merchant wholesalers
42492,"42492 Book, periodical, and newspaper merchant wholesalers"
424920,"424920 Book, periodical, and newspaper merchant wholesalers"
42493,"42493 Flower, nursery stock, and florists' supplies merchant wholesalers"
424930,"424930 Flower, nursery stock, and florists' supplies merchant wholesalers"
42494,42494 Tobacco product and electronic cigarette merchant wholesalers
424940,424940 Tobacco product and electronic cigarette merchant wholesalers
42495,"42495 Paint, varnish, and supplies merchant wholesalers"
424950,"424950 Paint, varnish, and supplies merchant wholesalers"
42499,42499 Other miscellaneous nondurable goods merchant wholesalers
424990,424990 Other miscellaneous nondurable goods merchant wholesalers
425,425 Wholesale trade agents and brokers
4251,4251 Wholesale trade agents and brokers
42511,42511 Business to business electronic markets
425110,425110 Business to business electronic markets
42512,42512 Wholesale trade agents and brokers
