Year,NAME,state,place
2000,Gloucester Courthouse CDP,51,31608
2000,Gloucester Point CDP,51,31616
2000,Gordonsville town,51,31936
2000,Goshen town,51,31968
2000,Great Falls CDP,51,32496
2000,Greenville CDP,51,32944
2000,Gretna town,51,33232
2000,Grottoes town,51,33488
2000,Groveton CDP,51,33584
2000,Grundy town,51,33648
2000,Halifax town,51,34064
2000,Hallwood town,51,34176
2000,Hamilton town,51,34240
2000,Hampden Sydney CDP,51,34304
2000,Hampton city,51,35000
2000,Harrisonburg city,51,35624
2000,Haymarket town,51,35976
2000,Haysi town,51,36008
2000,Herndon town,51,36648
2000,Highland Springs CDP,51,37032
2000,Hillsboro town,51,37288
2000,Hillsville town,51,37336
2000,Hollins CDP,51,37880
2000,Honaker town,51,38280
2000,Hopewell city,51,38424
2000,Horse Pasture CDP,51,38552
2000,Huntington CDP,51,39064
2000,Hurt town,51,39224
2000,Hybla Valley CDP,51,39304
2000,Idylwood CDP,51,39448
2000,Independence town,51,39528
2000,Iron Gate town,51,40024
2000,Irvington town,51,40088
2000,Ivor town,51,40232
2000,Jarratt town,51,40536
2000,Jefferson CDP,51,40584
2000,Jolivue CDP,51,41144
2000,Jonesville town,51,41272
2000,Keller town,51,41656
2000,Kenbridge town,51,41832
2000,Keokee CDP,51,42104
2000,Keysville town,51,42264
2000,Kilmarnock town,51,42424
2000,La Crosse town,51,43176
2000,Lake Barcroft CDP,51,43352
2000,Lake Monticello CDP,51,43424
2000,Lake Ridge CDP,51,43432
2000,Lakeside CDP,51,43464
2000,Laurel CDP,51,44280
2000,Laurel Park CDP,51,44476
2000,Lawrenceville town,51,44520
2000,Laymantown CDP,51,44620
2000,Lebanon town,51,44696
2000,Leesburg town,51,44984
2000,Lexington city,51,45512
2000,Lincolnia CDP,51,45784
2000,Linton Hall CDP,51,45957
2000,Loch Lomond CDP,51,46328
2000,Lorton CDP,51,47064
2000,Louisa town,51,47144
2000,Lovettsville town,51,47208
2000,Low Moor CDP,51,47352
2000,Luray town,51,47528
2000,Lynchburg city,51,47672
2000,Lyndhurst CDP,51,47720
2000,McKenney town,51,48344
2000,McLean CDP,51,48376
2000,Madison town,51,48488
2000,Madison Heights CDP,51,48520
2000,Manassas city,51,48952
2000,Manassas Park city,51,48968
2000,Mantua CDP,51,49144
2000,Marion town,51,49464
2000,Martinsville city,51,49784
2000,Massanutten CDP,51,50030
2000,Matoaca CDP,51,50136
2000,Max Meadows CDP,51,50312
2000,Mechanicsville CDP,51,50856
2000,Melfa town,51,50984
2000,Merrifield CDP,51,51192
2000,Merrimac CDP,51,51208
2000,Middleburg town,51,51448
2000,Middletown town,51,51512
2000,Mineral town,51,52120
2000,Montclair CDP,51,52658
2000,Monterey town,51,52680
2000,Montrose CDP,51,52904
2000,Montross town,51,52952
2000,Mount Crawford town,51,53864
2000,Mount Jackson town,51,53992
2000,Mount Vernon CDP,51,54144
2000,Narrows town,51,54904
2000,Nassawadox town,51,54984
2000,New Castle town,51,55592
2000,Newington CDP,51,55752
2000,New Market town,51,55848
2000,Newport News city,51,56000
2000,Newsoms town,51,56096
2000,Nickelsville town,51,56304
2000,Nokesville CDP,51,56464
2000,Norfolk city,51,57000
2000,North Shore CDP,51,57531
2000,North Springfield CDP,51,57560
2000,Norton city,51,57688
2000,Oak Level CDP,51,58312
2000,Oakton CDP,51,58472
2000,Occoquan town,51,58696
2000,Onancock town,51,59336
2000,Onley town,51,59384
2000,Orange town,51,59496
2000,Painter town,51,60296
2000,Pamplin City town,51,60488
2000,Parksley town,51,60680
2000,Patrick Springs CDP,51,60984
2000,Pearisburg town,51,61208
2000,Pembroke town,51,61336
2000,Penhook CDP,51,61464
2000,Pennington Gap town,51,61560
2000,Petersburg city,51,61832
2000,Phenix town,51,61896
2000,Pimmit Hills CDP,51,62264
2000,Pocahontas town,51,63288
2000,Poquoson city,51,63768
2000,Port Royal town,51,63928
2000,Portsmouth city,51,64000
2000,Pound town,51,64272
2000,Pulaski town,51,64880
2000,Purcellville town,51,65008
2000,Quantico town,51,65120
2000,Quantico Station CDP,51,65136
2000,Radford city,51,65392
2000,Raven CDP,51,65744
2000,Remington town,51,66512
2000,Reston CDP,51,66672
2000,Rich Creek town,51,66896
2000,Richlands town,51,66928
2000,Richmond city,51,67000
2000,Ridgeway town,51,67208
2000,Roanoke city,51,68000
2000,Rocky Mount town,51,68496
2000,Rose Hill CDP (Fairfax County),51,68880
2000,Rose Hill CDP (Lee County),51,68885
2000,Round Hill town,51,69168
2000,Rural Retreat town,51,69456
2000,Rushmere CDP,51,69472
2000,Rustburg CDP,51,69536
2000,St. Charles town,51,69792
2000,St. Paul town,51,69936
2000,Salem city,51,70000
2000,Saltville town,51,70096
2000,Sandy Level CDP,51,70296
2000,Saxis town,51,70576
2000,Scottsburg town,51,70752
2000,Scottsville town,51,70800
2000,Selma CDP,51,71072
2000,Seven Corners CDP,51,71216
2000,Shawsville CDP,51,71632
2000,Shenandoah town,51,71776
2000,Sherando CDP,51,71904
2000,Short Pump CDP,51,72272
2000,Smithfield town,51,73200
2000,South Boston town,51,73712
2000,South Hill town,51,73904
2000,Spotsylvania Courthouse CDP,51,74470
2000,Springfield CDP,51,74592
2000,Stanardsville town,51,75008
2000,Stanley town,51,75024
2000,Stanleytown CDP,51,75040
2000,Staunton city,51,75216
2000,Stephens City town,51,75344
2000,Stony Creek town,51,75840
2000,Strasburg town,51,76000
2000,Stuart town,51,76256
2000,Stuarts Draft CDP,51,76272
2000,Sudley CDP,51,76416
2000,Suffolk city,51,76432
2000,Sugar Grove CDP,51,76448
2000,Surry town,51,76880
2000,Tangier town,51,77520
2000,Tappahannock town,51,77568
2000,Tazewell town,51,77792
2000,The Plains town,51,78192
2000,Timberlake CDP,51,78688
2000,Timberville town,51,78736
2000,Toms Brook town,51,79024
2000,Triangle CDP,51,79360
2000,Troutdale town,51,79456
2000,Troutville town,51,79472
2000,Tuckahoe CDP,51,79560
2000,Tysons Corner CDP,51,79952
2000,Union Hall CDP,51,80000
2000,Urbanna town,51,80272
2000,Vansant CDP,51,80608
2000,Verona CDP,51,80864
2000,Victoria town,51,81024
2000,Vienna town,51,81072
2000,Villa Heights CDP,51,81152
2000,Vinton town,51,81280
2000,Virgilina town,51,81312
2000,Virginia Beach city,51,82000
2000,Wachapreague town,51,82320
2000,Wakefield town,51,82384
2000,Warrenton town,51,83136
2000,Warsaw town,51,83168
2000,Washington town,51,83248
2000,Waverly town,51,83600
2000,Waynesboro city,51,83680
2000,Weber City town,51,83808
2000,West Gate CDP,51,84424
2000,Westlake Corner CDP,51,84632
2000,West Point town,51,84960
2000,West Springfield CDP,51,84976
2000,Weyers Cave CDP,51,85184
2000,White Stone town,51,85600
2000,Williamsburg city,51,86160
2000,Winchester city,51,86720
2000,Windsor town,51,86784
2000,Wise town,51,87072
2000,Wolf Trap CDP,51,87240
2000,Woodbridge CDP,51,87312
2000,Woodlawn CDP,51,87408
2000,Woodstock town,51,87712
2000,Wyndham CDP,51,87960
2000,Wytheville town,51,88000
2000,Yorkshire CDP,51,88176
2000,Yorktown CDP,51,88240
